epoch,train_loss,valid_loss
0,0.6707681845536961,1.1623852586383865
1,0.6087357843841883,1.1950465381162387
2,0.5318545529480228,1.2065374828506688
3,0.5388786000014458,1.2204099574756937
4,0.5754043623935052,1.1558321473451334
5,0.46501070772652287,1.196032015892547
6,0.5046768329087905,1.1516437030039322
7,0.4306401560684173,1.1838692962963693
8,0.48327699026613263,1.2077590452958078
9,0.5681973043197608,1.1191576531962848
10,0.4846341407622299,1.186941333040328
11,0.5486963135887862,1.1758052921264706
12,0.4050654824709069,1.2188823790772523
13,0.4596207775533771,1.133165256084216
14,0.4132551407405146,1.0740637773706745
15,0.45898037650782164,1.1835285340784483
16,0.47884563504163125,1.1255795297052695
17,0.3933464589172196,1.0907583868180488
18,0.39370528997603166,1.113469822454813
19,0.36142525951197946,1.0691259198823766
