epoch,train_loss,valid_loss
0,0.7483740440919244,1.2048423022083516
1,0.5468282563789675,1.1614871671891038
2,0.5434215333064464,1.183104696000573
3,0.5653936898204457,1.1931716645789447
4,0.4810305756091022,1.1897563459861995
5,0.5472608725106368,1.1511684259140726
6,0.5730913196944264,1.1144255521894881
7,0.5179492736242287,1.1290623462401637
8,0.46396126925609976,1.1731299789993623
9,0.45024120598619777,1.1816610981118332
10,0.5147503685252284,1.0960412416911076
11,0.509900067776105,1.115209623536671
12,0.5067241426388968,1.1720635729175317
13,0.4987740309379606,1.0944372725043245
