epoch,train_loss,valid_loss
0,0.9729350788249552,3.1954137449511304
1,0.8030974276554548,2.9556895309671476
2,0.7774835871952867,3.028750342662622
3,0.8366563495600503,3.1958572894755273
4,0.8137628767714478,3.182133204030802
5,0.8808370089407784,3.1788663353298725
6,0.7609342158352501,3.1470384036602153
7,0.9002016169497579,3.205110425233967
8,0.7543289972197647,3.108294944602342
9,0.7843034996387789,3.0143029211787615
10,0.6737655950170391,3.158698278949345
11,0.7270348526620638,3.079187885844788
12,0.7844920791741198,3.130832710662527
13,0.621440033595586,2.9708456276723028
14,0.6669396799520042,2.9204341944965218
15,0.6306337354749338,2.88835605529932
16,0.8279372430492851,2.959085327328526
17,0.6817386390576444,3.1029831867781903
18,0.7002454136407364,3.0420704279031043
19,0.7867067784552957,3.0987821198976846
20,0.7700856910176034,3.021774496961579
21,0.7014800847135697,2.919645406567407
22,0.647716886360442,3.064818933795053
23,0.7447940525825226,3.019468741359491
