epoch,train_loss,valid_loss
0,0.8083919323814172,2.8518486651342845
1,0.6980233505957458,2.888833567977834
2,0.7535020811317469,2.825010229345842
3,0.595136126711498,2.7948736105314933
4,0.6581753886112869,2.7072492504673704
5,0.737784480418848,2.8518081057702904
6,0.7956449735297325,2.739478979361226
7,0.7463588510195659,2.787642864775917
8,0.7895150667004145,2.7762625581356652
9,0.7146811371022446,2.67116689322569
10,0.6973935253281631,2.7865055063988966
11,0.6834576992788204,2.7039666986236863
12,0.7524677901852487,2.787798474624036
13,0.7217216911727755,2.6810581255400234
14,0.6927286473685605,2.720739666768132
15,0.7465303557073412,2.730945696926137
16,0.7230299575797117,2.6407447327180127
17,0.6819969356914863,2.7231285942481094
18,0.7203510734007817,2.678012787158688
19,0.6612556411854463,2.7357485472188423
20,0.6666307997790325,2.648008729652092
21,0.6138067292002953,2.67809173021135
22,0.6746596551449046,2.763748013658238
23,0.5933940486686062,2.6443063824011137
24,0.7315889965362419,2.6985443141332563
25,0.6062225439733989,2.6944472032309945
26,0.6127346139011085,2.5905059681435794
27,0.6158720696779953,2.647433029663557
