epoch,train_loss,valid_loss
0,0.6890937271040684,1.181953670938688
1,0.5575913196882856,1.1502818227096252
2,0.5576728895596672,1.1523782611871871
3,0.6722254675658589,1.1564718810414967
4,0.673278484474623,1.090777486895505
5,0.5558687824284755,1.1343735393356376
6,0.5350385739503772,1.1586333400762387
7,0.5472077438198697,1.1312916958081114
8,0.4999604673809985,1.1243669887015555
9,0.5396666321685324,1.1103478757388565
10,0.5540087808513753,1.0816430265695058
11,0.5541518719596846,1.1112246529495682
12,0.5621552959631488,1.107342796130142
13,0.5009092247999226,1.0267739401968135
14,0.5031869984258791,1.0814353398097472
15,0.4394360322652856,1.0514874799071154
16,0.48764434376447285,1.069289223692493
17,0.4972523264799345,1.0841292924306338
18,0.4240118436634924,1.0715690285210218
19,0.4253183230421357,1.1050843761889835
