epoch,train_loss,valid_loss
0,0.930443460927821,1.5356710997539684
1,0.5851585611669478,1.3167115358269286
2,0.6870113938935586,1.219886976846117
3,0.5674058246481338,1.1689037710648829
4,0.5669849518162549,1.1962115815520473
5,0.5190952652125191,1.1953224210934255
6,0.5670324791471576,1.08544802141201
7,0.5528974943156588,1.1216443193699988
8,0.5312744486335267,1.171764860691339
9,0.5755304428241799,1.2461430728356218
10,0.5496085128168744,1.1465970438510893
11,0.609523953745308,1.1437739919062504
12,0.5717415315312255,1.1520547489622592
13,0.5956040137539023,1.2349388120134046
14,0.4865691671089796,1.1886846623276583
15,0.46135881039013,1.1563447279797199
16,0.4411235675402142,1.144006547100978
17,0.5731031264460643,1.1754282705501216
18,0.5221506609415353,1.1140593152517524
19,0.507090288306147,1.1598966947064149
