epoch,train_loss,valid_loss
0,0.6593574461761876,1.1661663106016649
1,0.6090460970208076,1.1960299282295814
2,0.5147558866411192,1.1558535866974782
3,0.5539183821679553,1.1099207919485736
4,0.5354762199518887,1.2022386899325972
5,0.5292651195181254,1.1402698254692278
6,0.42314664329040935,1.1694739162141858
7,0.5228480266626144,1.1681044095628201
8,0.47644630463542637,1.242561016186444
9,0.4870003103557891,1.1668737594216938
10,0.45411454298041704,1.0883570145311008
11,0.42516926488164636,1.1401144316949716
12,0.459726308155459,1.1500689473553796
13,0.47140846289622784,1.1513470093578666
14,0.3389419416092945,1.1902036891025256
15,0.44000814534574506,1.1243266129980447
16,0.3860242399965021,1.1641109290358749
17,0.3950472056822279,1.173219333846127
18,0.29759530759637703,1.155234306872572
19,0.2696757799672714,1.1548435419782244
