epoch,train_loss,valid_loss
0,0.6299608676822026,0.5470205849176721
1,0.4950246119603833,0.5002373024273218
2,0.5354490094379152,0.5573640279520444
3,0.4579122136104697,0.5290169750801597
4,0.4906014100002986,0.5152135647468563
5,0.5291789618381435,0.5317011107574557
6,0.48662633399000077,0.5019351573802275
7,0.4535801505805908,0.5288340541231418
8,0.44783109091554507,0.4849139243141891
9,0.46521200337138036,0.5094337581193935
10,0.4464464985299599,0.4936021483669178
11,0.4329858068064985,0.5424793697532477
