epoch,train_loss,valid_loss
0,1.1776587056978485,4.21077334428767
1,1.0033629775776942,3.68698270311688
2,0.9789187437660893,3.367304053749685
3,0.7116213223295739,2.9719130286130016
4,0.8250485901104734,2.8276641920567767
5,0.6653621970400908,2.7901176434725614
6,0.7081438250713135,2.7276927166195613
7,0.7918749747641232,2.777710524430558
8,0.6506276361314518,2.837947525178392
9,0.6442625854753089,2.8771371310058655
10,0.7005521501846053,2.787268842151414
11,0.6822368817503546,2.804186707628139
12,0.5855507117545334,2.861347466408917
13,0.6861193822893027,2.6884058439177188
14,0.6678892560056634,2.8094405370514166
15,0.6744249765398795,2.8674457301825633
16,0.6397730623508628,2.844127772934584
17,0.7521227623280158,2.74531548783879
18,0.6982545024485506,2.793025886100025
19,0.7057619238231252,2.7208896522586277
20,0.7356920357555339,2.682971641175729
21,0.6415936225452613,2.7886446813609758
22,0.7115721285866741,2.6604428758359915
23,0.6461779009882656,2.76813576746249
24,0.741656160191129,2.7538308073554836
25,0.7778048653297245,2.7176239079305002
26,0.6236975945710268,2.727912680875022
27,0.700564327995166,2.7732635158701333
