epoch,train_loss,valid_loss
0,0.7176609028626836,1.223787033238645
1,0.5894301893817567,1.1683725770758284
2,0.5506298326938798,1.1214010178538716
3,0.5469766053628535,1.2332695851023927
4,0.5412691981001665,1.1260318574555561
5,0.5759361495924801,1.2139083001652062
6,0.5144023299161773,1.1707986612654326
7,0.525345013411527,1.1683085264277833
8,0.49302720247184456,1.1613841534154143
9,0.4831028338783005,1.2212254662348356
10,0.6044112411588117,1.1459263624046212
11,0.5495315532947302,1.2244193601325504
12,0.45046959374586226,1.2107108299771288
13,0.49324021525222606,1.1060307564495726
14,0.4078545527260121,1.0821350715248228
15,0.44238714984579675,1.1251846762311855
16,0.45823557945235416,1.1631202376627465
17,0.49557234614777784,1.1437982158673143
18,0.4643561256276781,1.104900465063151
19,0.43176018610344624,1.1789770126924666
