epoch,train_loss,valid_loss
0,0.7572411188343247,1.1586772395691622
1,0.5400808224217453,1.1809484975329705
2,0.5678887949538093,1.1646273662772115
3,0.5598340179283641,1.13796696226739
4,0.5405617889740432,1.1364792360595322
5,0.605744497228304,1.11729625446917
6,0.5323916848672611,1.1118627857960697
7,0.46248748514590204,1.0665330610606532
8,0.4848069620648124,1.1318228319213492
9,0.5807826732644522,1.0656648873447563
10,0.5035896306431846,1.1089496503655807
11,0.5244714860308436,1.1031840435257123
12,0.49215890604169593,1.0721278509576206
