epoch,train_loss,valid_loss
0,0.7412130225469273,1.1650559726938903
1,0.6492743458157906,1.2138185501108298
2,0.6113005877344465,1.2112661910173368
3,0.6535765134671188,1.2064573175011462
4,0.5576823508054487,1.1230758806222276
5,0.49705564961815174,1.1487477447788987
6,0.5037623106503045,1.1578366868092025
7,0.5115717437807719,1.1469614784552973
8,0.5266479700394595,1.1124208794849244
9,0.4435677192429111,1.1685279109632292
10,0.49718507269484846,1.1959392014514942
11,0.44518823671012203,1.1864411048233934
12,0.5163064183406624,1.1263142042568726
13,0.4677860797530708,1.061075982046487
14,0.4913691529142268,1.0918913821407918
15,0.4219837465349938,1.0733616894367906
16,0.40171174961856054,1.173557903147585
17,0.5112655175374975,1.0939763168999939
18,0.37827870443712547,1.142578144038173
19,0.45109525974384285,1.1347942124583632
