epoch,train_loss,valid_loss
0,0.626088895505511,1.1802539678344195
1,0.629876049373534,1.144404231308931
2,0.6844952935748952,1.2106159592480525
3,0.6377574291406942,1.1808826728692707
4,0.5538216337658067,1.1689056792535064
5,0.5878202113007075,1.118833089867952
6,0.5607161324790516,1.189437523283723
7,0.5169244163856,1.1627935178066258
8,0.5768299755868199,1.1326923705152554
9,0.5384586525447994,1.1549343859966268
10,0.4722865882810183,1.1646278845190812
11,0.5421195718715535,1.1369036195489557
12,0.493196316110943,1.110909719481394
13,0.533220907836535,1.1121322680363857
14,0.5251220401798444,1.159888591293303
15,0.5087372786079009,1.0779659921757263
16,0.5683004371552941,1.1540855006169044
17,0.561105548675956,1.1131769582640594
18,0.5211125409916978,1.1548782670922695
19,0.48474341771901236,1.121543239372347
