epoch,train_loss,valid_loss
0,5.152024703149914,9.797787205795393
1,6.917255275814187,4.839772240695322
2,4.5253889007062655,5.066286367542175
3,5.164386543904419,7.041137391028204
4,6.09163641737695,3.8930864705539894
5,3.4390258269719394,3.4769182848128826
6,3.5893149017794963,3.991125136046398
7,4.1515995974974444,4.692184956545687
8,4.637915224170032,5.046218298327451
9,4.77865567197391,5.238422069579692
10,5.843073523142073,5.54236725111339
11,5.675455738963528,5.243581614579465
12,5.3082877760674,5.526754774310437
13,5.248600552133291,5.735091496723577
