epoch,train_loss,valid_loss
0,0.5712424133953264,0.5536832404248323
1,0.5159602698370123,0.523674039955559
2,0.4676431206294058,0.5045240097904794
3,0.45311250521606355,0.539823104811905
4,0.4834319231399762,0.5315499972379633
5,0.4402855930114062,0.4975745917641841
6,0.41239474389930975,0.5316971539466337
7,0.3681837467710408,0.5168131159485575
8,0.37984471079358195,0.5264593760307148
9,0.3524805443308072,0.519794668805392
10,0.34815805032260605,0.5699246717551413
11,0.32188379494067754,0.5209623706458602
12,0.30049081841730885,0.5681218921404768
13,0.3059181278922404,0.5585633432502598
