epoch,train_loss,valid_loss
0,0.7172876702553288,1.183095175355479
1,0.5764638564893285,1.1503013067679408
2,0.5680698405901369,1.1703396207819097
3,0.5405934904795218,1.106883327797048
4,0.5577930787307354,1.1660941461048593
5,0.552415437801006,1.163456186496665
6,0.6155138801173858,1.2263884745685902
7,0.5501135677248619,1.166586468434338
8,0.5057242442743425,1.1097885589189336
9,0.5954062778316429,1.1668047114929525
10,0.535435663978001,1.1126004502548963
11,0.536313577496145,1.1494694558698886
12,0.5141035219481451,1.1057818548610328
13,0.4869081343345132,1.138951189366242
14,0.5631008906844668,1.0650674229187675
15,0.5034252715321468,1.057137856565941
16,0.5114853396113935,1.0981118129701795
17,0.60456556952012,1.0625256461491708
18,0.4296882150081835,1.072238482709041
19,0.5251597738172816,1.0936226194573313
