epoch,train_loss,valid_loss
0,0.7177013951486042,1.1908950917869456
1,0.5867479415401022,1.161467592900663
2,0.6051882552849355,1.1745881553210435
3,0.5516745967285094,1.146671061275293
4,0.5915058697229825,1.1470469141930248
5,0.5574518282207522,1.1406950122758772
6,0.5156551004058688,1.1308347850637088
7,0.5452711673337124,1.1358013205059816
8,0.53589013521716,1.1213905349623328
9,0.5692298252949253,1.1677172836858862
10,0.5268551692161103,1.1160666834473159
11,0.5415665986916078,1.1725441195633215
12,0.4744123083309643,1.1418663986010684
