epoch,train_loss,valid_loss
0,4.847426787328159,8.915766627634111
1,10.1204337650526,10.533034542106284
2,9.375310627652993,7.0634584354620955
3,6.756143842683346,7.756959506017774
4,8.69888907002285,8.978506479222448
5,6.875148843734705,5.547500379755023
6,5.378527680281716,6.3456761441228995
7,7.162838721261182,7.198664307519685
8,7.529977683468018,7.631440551209081
9,7.475928423700687,8.043572976250475
10,8.152541795071667,8.68208081747054
11,7.8773407410662015,7.522306128664202
12,6.718933204409747,8.380607902366659
13,7.7064907167772,7.87754870122812
14,7.694508981481768,8.326211545108283
