epoch,train_loss,valid_loss
0,0.6221903474896324,1.1572204873405367
1,0.6172087993053337,1.1601448639303757
2,0.7035027171824507,1.205530656458514
3,0.5202266463706668,1.1290842752546018
4,0.582070124349215,1.163852736502574
5,0.5625921283702645,1.1155801876175777
6,0.5418584734394627,1.1699789771613085
7,0.4997606550320385,1.1516449878237036
8,0.5332121271795767,1.0939219901139685
9,0.5369208617858195,1.1009196285135296
10,0.5131092905769489,1.1158130640547217
11,0.5793347303654977,1.1069966803650413
12,0.4411534083295773,1.109368791276319
13,0.5088216056458058,1.0844327060213195
14,0.5590819101466568,1.1258810911559531
15,0.4931122123681486,1.049107964170152
16,0.49711048855123907,1.0806365398298936
17,0.4014466577875185,1.091896845305157
