epoch,train_loss,valid_loss
0,0.7165328009369429,0.7594067966483414
1,0.6567833151007898,0.6960579680815249
2,0.6004745340819354,0.6187696282792692
3,0.5013372658670564,0.5365574470530808
4,0.45072242045747785,0.5233843227715624
5,0.510163457672794,0.4862529402451549
6,0.4500991227775064,0.48801924015405457
7,0.49135923499288003,0.52242905427232
8,0.47086920265926385,0.52759749231212
9,0.448230201222478,0.5147367543428041
10,0.4974602094672588,0.48761157921972775
11,0.4544813888665097,0.49032535124569765
12,0.5179443121161293,0.5053317558750127
13,0.4694347924252815,0.48604395346279067
14,0.45559747961226527,0.4864870721604843
15,0.4675406293531075,0.5048285552958104
