epoch,train_loss,valid_loss
0,0.582802634255205,1.1401406542583157
1,0.5120069673530842,1.141396024116268
2,0.5105088959953006,1.1704819017162547
3,0.6000402328166837,1.1374530569190036
4,0.5437513490522281,1.1426633460939815
5,0.5486065332415577,1.1169169332338957
6,0.49403414175120397,1.1137707608262366
7,0.6082561619308388,1.1068151008904656
8,0.5720302076706016,1.1562890737737115
9,0.4815921348103609,1.1839907598222845
10,0.6110244959146308,1.086523680308246
11,0.566463443267641,1.0844773481431083
12,0.5482871481707158,1.1365747739319132
13,0.49570415890551733,1.078541861319486
14,0.5165153047186498,1.0880943898428792
15,0.5347945724547913,1.1024582868498125
16,0.48040367462339834,1.1534589408716
17,0.5074822115297446,1.1122152033284631
18,0.49795288845742425,1.1640149497309136
19,0.5934244418649864,1.0685171259428945
